press,date,title,link,content
SBS(text),20150103,"미 연방준비은행 총재 ""연준 상반기 금리인상 예상""",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=104&oid=096&aid=0000349100,"['','','','','로레타메스터\xa0미국\xa0클리블랜드연방준비은행\xa0총재는연방준비제도가올해\xa0상반기\xa0기준금리인상을단행할것이라고예상했습니다.','금융시장이코노미스트나투자자들이금리인상시점을올해중반이나하반기로점치는것과비교하면약간당겨진것입니다.','로레타\xa0총재는\xa0미국\xa0경제가새해3%안팎의성장률을기록할것으로보이고실업률이점차하락하는가운데물가상승률도\xa0연준\xa0목표치에점차다가가고있어서올해\xa0상반기에금리가오를것으로예상한다고밝혔습니다.','금리인상폭과속도와관련해서는각종경제고용지표와인플레이션,실업률이얼마나\xa0연준\xa0목표치에근접하느냐에달렸다고설명했습니다.\xa0','임태우기자eight@sbs.co.kr','','','','']"
press,date,title,link,content
연합뉴스,20150122,"ECB, 금리 0.05%로 동결…전면적 양적완화 주목(종합)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007371527,"['','','','','(베를린=연합뉴스)고형규특파원=유럽중앙은행(ECB)은22일독일프랑크푸르트에서통화정책회의를열어기준금리를현행0.05%로유지하기로했다.','ECB는지난해9월기준금리를0.15%에서0.05%로내린이후이번까지4개월째동결했다.','ECB는또예금금리도현행-0.20%,한계대출금리역시현행0.03%로각각유지하기로했다.','마리오드라기ECB총재는이날현지시간으로오후2시30분께기자회견을열어금리동결배경과함께국채매입을통한전면적양적완화정책방향에대해서도언급할것으로보인다.','uni@yna.co.kr','','','']"
연합뉴스,20150123,<오늘의 채권> ECB 양적완화 결정에 금리 하락,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007373318,"['','','','','(서울=연합뉴스)김지연기자=국내채권금리가23일유럽중앙은행(ECB)의대규모양적완화결정의영향으로일제히하락했다.','한국금융투자협회에따르면국고채3년물금리는전날보다0.036%포인트내린연2.027%를나타냈다.','국고채5년물금리는연2.125%로0.050%포인트,10년물금리는연2.329%로0.076%포인트각각하락했다.','국고채20년물금리는0.071%포인트떨어진연2.506%,30년물금리는0.070%포인트하락한연2.598%를나타냈다.','통안증권1년물금리는연1.979%로0.022%포인트,2년물금리는연2.007%로0.031%포인트각각내렸다.','AA-등급무보증3년회사채금리는연2.333%로0.044%포인트,BBB-등급회사채금리는연8.194%로0.039%포인트각각하락했다.','양도성예금증서(CD)91일물금리는연2.13%,기업어음(CP)91일물은연2.23%로전거래일과같았다.','앞서22일(현지시간)ECB가내년9월까지국채매입등을통해총1조1천400억유로의유동성을공급하는전면적양적완화실시결정을내림에따라채권값이강세를나타낸것으로보인다.','cherora@yna.co.kr','','','']"
연합뉴스,20150118,"<낮아지는 주택담보대출 금리, 대출 갈아타야 할까>(종합)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007361330,"['','','','','','','대출상환기간·수수료·세금·금리인하여부등따져야','(서울=연합뉴스)안승섭이지헌홍국기기자=주택담보대출금리가연3%아래로내려가면서대출금리를갈아타는게좋을지에대한문의가은행에적지않게들어오고있다.','주택담보대출평균금리는2010년연5%대에서2012년4.63%,2013년3.86%,지난해11월3.3%로떨어진데이어이제는2%후반대에이르렀기때문이다.','대출을갈아타기로했어도고정금리로할지,변동금리로할지도고민스럽다.신규로주택담보대출을받으려는금융소비자들도마찬가지고민을하고있다.','낮아지는대출금리추세를고려하면변동금리대출을받아야만할것같다.','그러나금리가이미바닥을쳤고,미국의금리인상등앞으로시중금리가올라갈가능성을생각하면고정금리대출을받아야한다는의견도많다.금융소비자입장에서는혼란스러울따름이다.','◇대출상환3∼5년변동금리,그이상이면고정금리가유리','18일은행권과자산운용전문가등에따르면3∼5년안에대출을상환할계획이면변동금리를,그이상이면고정금리대출을받는것이유리하다.','당분간현재의저금리추세가유지될것이라는전망이지배적인데다,추가적인금리인하얘기도나오고있어단기대출은변동금리가유리하다는것이다.','반면,대출상환기간이5년이상이면그만큼향후경제상황의불확실성과위험을예측하기어려워고정금리대출을선택하는편이낫다.','이재철하나은행아시아선수촌PB센터장은보통주택담보대출액은최소억대이기때문에약간의금리차이라도가계에서체감하는이자비용부담이크다면서현재의금융환경여건을봤을때단기대출은고정금리보다는변동금리가낫다고말했다.','아직은변동금리수요가고정금리수요보다많은편이다.은행별로현재변동금리가고정금리보다0.3∼0.5%포인트가량낮기때문이다.','이때문에대출상환기간이5년이상이라도변동금리를택하려는수요도적지않다.','그러나금융당국이최근단기·변동금리위주의주택담보대출을장기·고정금리로유도하는정책을펴고있어이자등조건이좋은고정금리상품이있는지눈여겨볼필요가있다.','당국에따르면시중은행의변동금리주택담보대출금리보다더낮은3%초반대고정금리대출이올해초출시된다.단기일시상환주택담보대출자가올해1분기중에출시되는정부의장기분할상환·고정금리상품으로갈아타면기존대출상환에대한중도상환수수료도면제받게된다.','이센터장은정부가제시하는상품은길어도1년이내에원리금상환이시작되는원리금균등분할방식이라는점에대출자들이유의해야한다면서자금을빌려주는은행입장에서는오랜기간의변동성위험을부담하면서금리를낮게줄순없어고정금리가변동금리보다낮을순없다고설명했다.','◇수수료·세금도잘따져봐야…주거래은행최대한활용하라','중소기업사장인김모(45)씨는2년전한시중은행에서사업자금조달을위해연3.5%의고정금리로2억원의주택담보대출을받았다.','최근김씨는대출을갈아타는게좋을지에대한상담을받았다.같은은행에서변동금리가최저연2.8%까지떨어졌기때문이다.','김씨는연간700만원의이자를내고있다.만약에대출을갈아타면연간이자가560만원으로줄어들어1년에140만원의이자비용을절약할수는있다.','그러나중도(3년안)에대출금을상환하고대출을갈아타려면중도상환수수료를물어야한다.','중도상환수수료도시간이지나면차례대로줄어든다.2년이지난시점이었으므로김씨가부담해야할중도상환수수료는140만원(0.7%)이다.','여기에대출액이4천만원을넘으면인지세라는세금도부담해야한다.대출액2억원에대한인지세는은행과김씨가각각7만5천원씩부담하게된다.','또김씨가대출을갈아타려면은행의채권매입비용1만6천원(0.08%)을내야한다.','김씨가현재시점에대출을갈아타면은행에당장내야할인지세와채권매입비용9만1천원에,중도상환수수료140만원까지총149만1천원의손해를보게된다.다음달부터갈아타는대출상품에인하된금리를적용하면기존보다매달12만원가량의이자비용을줄일수는있으나,전달손해분(149만1천원)을만회하려면적어도1년이상이걸린다.','대출을1년안에상환하려는계획이있던김씨는6개월내미국의금리인상에따른국내시중금리인상가능성등을고려해결국대출을갈아타지않기로했다.','다만,시중은행들은금리가유지내지는하향가능성이큰것으로판단해장기대출자에게도변동금리주택담보대출을권유하는편이다.일단상황을지켜본뒤중도상환수수료가면제되는3년째에고정금리로갈아탈지결정해도늦지않다는것이다.','또은행대부분이중도상환수수료를인하할방침이라는점도대출갈아타기에서고려해야할변수다.최근기업은행은은행권최초로대출자의금융비용부담을덜어주고자내달5일부터가계및기업대출의중도상환수수료를최대1.0%포인트인하하기로했다.','아울러전문가들은무조건최저금리라는말에현혹돼섣부른판단을하지말고,주거래은행을최대한활용하라고조언했다.각종금리비교사이트에서제공하는정보에따라움직이기보다는우선자신의주거래은행을찾아차근차근상담을받아보라는것이다.','박상민국민은행강남스타PB센터PB팀장은은행별로금리차이가크지않은상황에서는주거래은행에서대출을받는편이가장유리하다면서주거래은행은신용평가를통해나오는금리외에우대금리를준다고설명했다.','박팀장은급여·아파트관리비·휴대전화요금등의자동이체여부에따라최대0.3%포인트의금리인하를받을수있다고말했다.','이재철하나은행아시아선수촌PB센터장도0.01%라도금리가낮은게유리하지만,금리비교사이트에서제시하는최저금리는소비자의신용상에문제가없고소득이충분할것이라는점을가정하고산출한아주객관적인금리라며금리외에도거치기간,상환기간,중도상환수수료,금리할인요건등이다르므로우선주거래은행을직접방문해구체적인상담을받는게좋다고강조했다.','redflag@yna.co.kr','','','']"
연합뉴스,20150117,"국내 주식펀드, 코스닥 선전에 플러스 수익률",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007360365,"['','','','','(서울=연합뉴스)김수진기자=이번주국내주식형펀드주간수익률은코스닥지수의선전에힘입어중소형주펀드를중심으로플러스수익률을나타냈다.','17일펀드평가사KG제로인에따르면전날오전기준으로국내주식형펀드주간수익률은0.83%로나타났다.','코스피는외국인과기관의5천500억원이상순매도에도불구하고0.5%상승했다.','코스닥지수는기관자금이지속적으로유입되면서2.64%올랐다.','코스닥지수의상승에중소형주식펀드가1.58%의수익률로가장우수한성과를나타냈다.','반면시장중립펀드는국내펀드중유일하게마이너스(-0.05%)성과를기록했다.','순자산액100억원이상에운용기간1개월이상인국내주식형펀드1천703개펀드중1천508개가플러스수익률을냈다.',반면삼성그룹주식들이큰폭으로하락하면서'IBK삼성그룹자'(주식형)A펀드가-2.14%의수익률로주간성과최하위를기록했다.현대그룹주펀드도부진한실적으로하위권에자리했다.,'국내채권형펀드는안전자산선호심리가강화된덕분에채권금리가하락(채권수익률은상승)하며한주간0.18%의수익률을냈다.','순자산액100억원이상에운용기간1개월이상인195개국내채권형펀드모두가플러스성과를냈다.','특히중기채권펀드가0.29%의수익률로가장우수한성과를냈다.',KIS국고채10년지수의2배를추종하는'키움KOSEF10년국고채레버리지상장지수'(채권-파생형)펀드가1.59%의수익률로주간성과1위를차지했다.,'한편해외주식형펀드는유럽중앙은행(ECB)의통화정책회의를앞두고양적완화기대감이고조되면서글로벌증시가소폭상승해플러스주간성과(0.65%)를냈다.','인도주식펀드가기준금리인하로3.19%의성과를보여해외주식형펀드전체수익률을끌어올렸다.','반면브라질주식펀드는국내원자재가격폭락으로-1.67%의부진한성과를나타냈다.','국제유가와원자재가격하락으로한주간-0.96%수익률을낸커머디티형펀드를제외하면해외주식혼합형,해외채권혼합형,해외부동산형,해외채권형등다른유형의펀드모두플러스성과를기록했다.','gogogo@yna.co.kr','','','']"
연합뉴스,20150121,<오늘의 채권> 금리 일제히 반등,https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007368597,"['','','','','(서울=연합뉴스)김지연기자=21일국내채권시장에서금리가일제히상승했다.','금융투자협회에따르면국고채3년물금리는전날보다0.014%포인트오른연2.045%를나타냈다.','국고채5년물금리는연2.148%로0.026%포인트,10년물금리는연2.372%로0.012%포인트각각상승했다.','국고채20년물금리와30년물금리는연2.544%,연2.639%로각각0.005%포인트,0.007%포인트올랐다.','통안증권1년물과2년물금리도연1.991%,연2.029%로각각0.010%포인트씩상승했다.','AA-등급무보증3년회사채금리는연2.361%로0.015%포인트,BBB-등급회사채금리는연8.213%로0.014%포인트뛰었다.','양도성예금증서(CD)91일물금리는연2.13%,기업어음(CP)91일물은연2.23%로전거래일과같았다.','최근시장금리가낮은수준으로형성된박스권에서등락을거듭하는가운데금리는전날내렸던만큼을이날되돌리며상승했다.','또한윤창현금융연구원장이이날기자간담회에서통화정책은끝물에다다랐다고발언하는등시장에서기준금리추가인하를대세로받아들이지는않고있어시장금리도하락세를이어가지못하는것으로보인다.','cherora@yna.co.kr','','','']"
연합뉴스,20150122,"이주열 ""작년 금리인하 효과 지켜봐야""…추가 인하 가능성 ↓(종합3보)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007369880,"['','','','','','','가계부채증가세로금융안정리스크유의해야','올해성장률3.4%,비관적인것아니다','(서울=연합뉴스)박초롱기자=이주열한국은행총재가22일작년10월이후가계부채증가세가높아져금융안정리스크에유의할필요가있다며기준금리추가인하에대해부정적인견해를시사했다.','이총재는올해경제성장률을3.4%로전망했지만,잠재성장률에부합하는수준이기때문에경제상황이비관적인것은아니라고강조하고일각에서우려하는디플레이션가능성도낮다고말했다.','이총재는이날오전프레스센터에서열린외신기자클럽초청간담회에서3.4%의경제성장률전망치가외견상낮은것으로보일수있지만이는이례적요인에의한것일뿐이며한은이한국경제를비관적으로보는것은아니다라고말했다.','이총재는올해분기별성장률을1%내외로예상하고있다며작년보다회복세가더나아지는것이라는설명도덧붙였다.','다만,경기회복세가체감경기와는다를수있다고말했다.','','추가금리인하의필요성에대해서는지난해두차례금리를내렸기때문에그때보다는금융완화정도가확대됐다며금리인하효과를좀더지켜볼필요가있다고답변했다.','특히작년10월이후가계부채증가세가높아져금융안정리스크에유의할필요가있다며금융안정측면에유의해통화정책을운영할것이라고밝혔다.','디플레이션가능성에대해서도일각에서우려가있지만,국제유가하락으로가까운시일내에디플레이션이발생하기는어렵다고진단했다.','이총재는저물가가2년넘게이어진주된요인은국제유가와농산물가격하락이며구조적변화도일부있었다며구조변화를검토해물가안정목표제의대상지표,적용시계,적용범위등을원점에서다시살펴볼것이라고말했다.','이총재는구조개혁의중요성을거듭강조했다.성공적인구조개혁을위해중앙은행이어떤역할을할지고민할것이라고도말했다.','그는구조개혁과정에서단기적으로경기회복이저해될수있다는주장에대해구조개혁은성장을저해하는것이아니라비효율적요소를제거해경제활력을높이는과정이라고응수했다.','이총재는일부기업의구조조정과정에서일시적으로성장이둔화할수도있지만,영향력이크지않을것이라며통화정책은경기대응적측면에중점을두고운용하는것이일반적이지만구조개혁에도도움이되는방향이바람직하다고말했다.','그는한국경제의잠재성장률이3%대중반으로낮아졌다고추정하면서원인으로생산가능인구의감소등인구문제와고령화문제를꼽았다.','','그는이어고령화문제대책중가장중요한게저출산대책이라며보육시설확대를통해젊은부부가일을하면서양육부담을덜수있게하는대책이매우중요하다고말했다.','이총재는올해한국경제가맞닥뜨린위험요소중하나로각국통화정책의상반된움직임을지목했다.','특히한국시간으로이날저녁열리는유럽중앙은행(ECB)의통화정책회의에대해회의결과에따라금융시장의변동성이높아지지않을까예상하고(대응책을)준비중이라고말했다.','ECB가추가양적완화(QE·중앙은행이경기부양을위해자산매입등을통해시중에돈을푸는통화정책)를단행할것이라는전망이금융시장에이미반영됐지만,양적완화여부와규모에따라다시시장이출렁일수있다는것이다.','그는미국연방준비제도(Fedㆍ연준)의정책금리인상과관련해서는연준이예측가능하고점진적으로시장과소통하면서하겠다는일관된원칙을보여왔기때문에그런식으로이행되기를기대한다고언급했다.','chopark@yna.co.kr','','','']"
연합뉴스,20150120,"덴마크, 통화 강세 견제 위해 예금 금리 전격 인하",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007364599,"['','','','','일각서\'스위스처럼페그제포기할것\'관측…중앙은행아니다','금리추가인하관측…마켓워치중국페그제포기가능성도제기',(서울=연합뉴스)선재규기자=스위스다음으로사실상의고정환율제를포기할것이란관측을불러일으켜온덴마크가19일(현지시간)이미마이너스인예금금리를전격적으로더낮추는등'우리는아니다'라는강한몸짓을보이고있다.,'그러나덴마크도스위스처럼될것이란관측이가라앉지않으면서일부베팅도그쪽으로이뤄지고있다고로이터가전했다.','덴마크중앙은행은이날예금금리를마이너스0.2%로,0.15%포인트낮춘다고전격으로발표했다.대출금리도같이0.15%포인트낮춰0.05%로조정했다.','블룸버그는유로사용국이아닌덴마크가그간유럽중앙은행(ECB)에맞춰통상적으로목요일통화정책변경을공개해왔다면서,그만큼사안이절박함을보여주는것이라고분석했다.','코펜하겐소재단스케은행의채권리서치책임자아르네로흐만라스무센은블룸버그에(안전자산인크로네를겨냥한투기)자금유입이급증했기때문에(목요일까지기다리지않고)월요일로앞당겨발표한것이라고말했다.','그는중앙은행의시장개입이계속된다면목요일(22일)금리가추가하향조정되지않을까하는판단이라고덧붙였다.','ECB는이르면이달22일의통화정책회의에서국채까지도사들이는양적완화(QE)를채택할가능성이제기돼왔다.','ECB의QE실행은덴마크크로네환율이사실상고정된유로가치를더떨어뜨려크로네화가치상승을압박할것이란관측이중론이다.','스위스중앙은행도지난15일이런판단에따라유로당1.2로묶어온스위스프랑최저환율제를3년여만에깜짝포기해금융시장을뒤흔들었다.',스위스는ECB가QE를단행하면가뜩이나버거운스위스프랑화가치방어부담이폭발적으로가중될수밖에없다고보고'백기투항'한것이다.,'블룸버그는덴마크중앙은행이유로에대한크로네환율변동폭을하루±2.25%로제한하고있으나,실제로는±1%내외로움직여왔음을상기시켰다.','환율변동허용폭±2.25%에의한환율상·하한은7.62824와7.29252이다.','크로네·유로환율은19일덴마크의금리인하가전격발표후유로당7.4370으로소폭하락했다.그만큼크로네화가치가뛰었다는의미다.',그럼에도,덴마크중앙은행'중앙평가환율(CPR)인7.46038에는미치지않았다.,'이에대해시장관계자들은덴마크중앙은행이19일금리인하를전격으로발표하기전시장에개입했기때문이라고로이터에전했다.','덴마크가마지막으로시장에개입한것은69억크로네(약11억달러)가투입된것으로알려진지난해9∼11월이라고로이터는지적했다.','코펜하겐소재노르디아의환전략가닐스크리스텐센은로이터에덴마크중앙은행이ECB의QE채택에앞서서둘러움직인것이라면서(크로네화가치상승을견제하기위해)계속시장에개입할것이분명하다고말했다.','UBS의런던소재제프리류전략가는로이터에스위스가페그제를포기하고나서\'다음은누구냐?\'가시장관심이었다면서덴마크도사실상의고정환율제를고수하기어렵지않겠느냐는판단이라고지적했다.','그러나덴마크중앙은행홍보책임자는블룸버그에덴마크는스위스와금융상황과정치여건이다르다면서\'덴마크도페그제를포기할것이냐?\'고묻는다면내대답은물론\'아니라\'라는쪽이라고강조했다.','로이터는시장도덴마크가어떻게움직일지를놓고판단이엇갈린다고전했다.','이름을밝히지말라는코펜하겐외환시장딜러는로이터에스위스의깜짝쇼이후환베팅이사실상제대로이뤄지지못하는실정이라고말했다.',한편,금융전문칼럼니스트크레그스티븐은19일자마켓워치기고에서'중국이다음번환율페그포기국이될지모른다는관측도나온다'고전했다.,'그는그근거로달러에대한위안화가치가지난2년여상승세를이어오다당국개입으로주춤해진상황에서중국의성장둔화가갈수록완연해지는점을지적했다.','또중국의채무가국내총생산(GDP)의약250%로급증했지만,디플레우려가커진점을상기시켰다.','스티븐은설상가상으로중국에서이례적으로자금도이탈하고있다면서이런여러여건이중국의관리변동환율제고수를갈수록버겁게하는것이라고분석했다.','그는중국이위안국제화에도전력투구해왔음을상기시켰다.','jksun@yna.co.kr','','','']"
연합뉴스,20150122,"이주열 ""금리인하 효과 좀더 지켜볼 필요 있어""(속보)",https://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=101&oid=001&aid=0007369197,"['','','','','','','','']"
